Airline,Source,Destination,Additional_Info,Date,Month,Year,Stop,Arrival_Hour,Arrival_Minute,Dep_Hour,Dep_Minute,Route_1,Route_2,Route_3,Route_4,Route_5,Price
4,2,1,8,12,6,2019,1,19,0,10,0,3,7,6,12,4,14785.983
1,4,3,8,18,6,2019,0,22,25,21,5,1,19,24,12,4,2842.1326
1,3,0,8,6,6,2019,2,13,45,16,50,2,7,7,3,4,12226.25
3,3,0,8,21,4,2019,0,19,50,17,15,2,5,24,12,4,4815.246
4,3,0,5,21,5,2019,1,18,15,18,55,2,7,3,12,4,10980.117
3,3,0,8,1,4,2019,1,20,5,15,15,2,20,3,12,4,5089.657
4,3,0,5,12,5,2019,1,12,0,8,25,2,7,3,12,4,9653.51
4,2,1,8,3,6,2019,2,4,25,20,0,3,1,4,5,4,19387.605
4,2,1,8,6,5,2019,2,19,0,21,25,3,21,4,5,4,14369.99
10,3,0,8,6,6,2019,1,22,40,7,10,2,14,3,12,4,8460.287
6,2,1,8,21,5,2019,1,19,0,6,40,3,7,6,12,4,9532.864
6,2,1,8,12,6,2019,1,1,30,11,30,3,7,6,12,4,12636.917
4,3,0,5,15,5,2019,1,23,35,18,55,2,7,3,12,4,10335.576
3,2,1,8,27,3,2019,1,22,20,7,35,3,20,6,12,4,6599.146
4,0,5,8,1,3,2019,1,19,10,8,0,0,7,8,12,4,28422.844
4,0,5,5,18,3,2019,1,21,20,22,50,0,7,8,12,4,11676.254
8,2,1,8,27,3,2019,1,22,50,16,35,3,6,6,12,4,5352.1045
1,2,1,8,24,5,2019,1,19,15,10,0,3,7,6,12,4,9392.655
3,3,0,8,9,6,2019,0,14,5,11,30,2,5,24,12,4,5062.434
3,2,1,8,18,5,2019,1,12,10,7,35,3,20,6,12,4,5546.1147
4,4,3,5,3,5,2019,0,21,5,19,35,1,19,24,12,4,2758.0732
10,3,0,8,24,3,2019,1,22,55,9,55,2,14,3,12,4,13704.546
10,3,0,8,21,5,2019,1,9,5,17,0,2,14,3,12,4,9453.577
6,2,1,8,1,6,2019,1,19,15,7,30,3,7,6,12,4,9579.865
4,4,3,8,12,5,2019,0,8,30,7,5,1,19,24,12,4,7641.948
1,0,5,8,9,3,2019,1,22,55,10,30,0,43,8,12,4,10031.391
4,0,2,8,24,4,2019,0,14,5,11,10,0,13,24,12,4,7237.1016
4,0,5,5,15,3,2019,1,7,40,11,40,0,7,8,12,4,8804.815
3,0,2,8,12,4,2019,0,3,25,0,30,0,13,24,12,4,4606.9707
4,2,1,5,27,3,2019,1,4,25,13,55,3,7,6,12,4,6840.511
8,0,2,8,9,5,2019,0,8,35,5,55,0,13,24,12,4,3549.0332
0,3,0,8,1,4,2019,0,12,55,10,20,2,5,24,12,4,3843.2131
4,0,5,5,12,3,2019,1,9,10,8,55,0,7,8,12,4,11192.2
4,3,0,5,1,4,2019,1,22,5,9,35,2,14,3,12,4,8713.122
6,2,1,8,12,6,2019,1,21,0,9,0,3,7,6,12,4,11171.519
4,3,0,8,9,5,2019,1,8,15,6,30,2,7,3,12,4,13842.716
3,2,1,8,21,5,2019,1,7,25,2,0,3,33,6,12,4,6567.0264
8,3,0,8,6,5,2019,1,17,15,8,35,2,38,3,12,4,6473.6025
4,2,1,5,1,4,2019,1,19,0,22,50,3,7,6,12,4,5069.397
4,3,0,8,24,3,2019,1,19,40,8,25,2,7,3,12,4,13354.598
6,2,1,8,1,6,2019,1,1,30,11,30,3,7,6,12,4,13623.722
3,0,5,8,24,3,2019,0,8,45,6,0,0,13,24,12,4,4907.7666
2,2,1,8,27,5,2019,1,19,35,10,35,3,7,6,12,4,6871.7607
6,2,1,8,6,3,2019,1,19,15,4,45,3,7,6,12,4,13307.522
4,4,3,8,9,3,2019,0,4,25,2,55,1,19,24,12,4,5798.3457
8,3,0,7,18,6,2019,0,9,30,6,55,2,5,24,12,4,3860.831
3,3,0,8,1,5,2019,0,17,45,15,15,2,5,24,12,4,5432.565
4,0,5,8,12,3,2019,1,20,20,7,0,0,7,8,12,4,13783.004
4,2,1,5,27,6,2019,2,19,0,19,10,3,0,4,5,4,11136.58
6,2,1,8,15,5,2019,1,19,0,7,0,3,7,6,12,4,10854.286
3,0,2,8,6,6,2019,0,1,0,22,10,0,13,24,12,4,3384.2078
10,0,5,8,21,3,2019,0,22,20,19,40,0,13,24,12,4,4521.382
4,2,1,5,9,3,2019,1,18,50,15,5,3,7,6,12,4,14502.504
6,2,1,8,27,3,2019,1,22,20,7,5,3,20,6,12,4,6063.1377
2,3,0,8,21,5,2019,1,7,45,23,30,2,7,3,12,4,7341.15
3,0,5,8,24,3,2019,0,22,55,20,0,0,13,24,12,4,5911.994
4,0,5,8,1,3,2019,1,8,15,11,40,0,7,8,12,4,22804.588
3,0,2,8,18,5,2019,0,6,50,4,0,0,13,24,12,4,4156.0093
4,3,0,5,24,5,2019,1,8,15,21,10,2,7,3,12,4,9515.439
0,0,2,8,15,4,2019,0,13,55,11,10,0,13,24,12,4,4018.7986
4,3,0,8,6,6,2019,1,10,55,20,25,2,14,3,12,4,13254.235
0,3,0,8,15,4,2019,0,1,20,22,50,2,5,24,12,4,4124.553
6,2,1,8,24,6,2019,1,12,35,4,55,3,7,6,12,4,10619.26
4,2,1,5,15,6,2019,2,4,25,5,30,3,28,4,5,4,10401.3
3,3,0,8,21,5,2019,0,7,15,4,40,2,5,24,12,4,4854.906
6,2,1,8,21,3,2019,1,19,15,6,40,3,7,6,12,4,9270.771
6,2,1,8,3,3,2019,1,1,35,17,45,3,7,6,12,4,16195.077
4,3,0,5,12,5,2019,1,8,15,20,0,2,7,3,12,4,8896.012
6,2,1,8,12,6,2019,1,19,15,8,50,3,7,6,12,4,8422.955
8,3,0,7,1,5,2019,0,0,40,22,20,2,5,24,12,4,3749.044
4,3,0,8,24,5,2019,1,18,0,17,0,2,14,3,12,4,13352.265
4,2,1,8,12,6,2019,2,4,25,18,25,3,3,4,5,4,14171.688
4,2,1,5,6,6,2019,2,4,25,9,35,3,21,4,5,4,10838.663
10,0,2,8,15,5,2019,0,12,35,9,45,0,13,24,12,4,4628.2085
1,2,1,8,15,5,2019,2,19,15,16,55,3,9,4,5,4,14608.903
4,2,1,5,1,6,2019,2,4,25,9,40,3,28,4,5,4,10369.282
4,0,5,5,18,3,2019,1,10,25,21,25,0,7,8,12,4,10891.308
8,0,5,8,18,3,2019,1,23,40,15,35,0,20,8,12,4,5520.39
4,2,1,8,27,5,2019,1,19,0,14,0,3,7,6,12,4,16231.072
3,3,0,8,1,4,2019,1,23,45,19,20,2,20,3,12,4,4302.9795
3,2,1,8,6,6,2019,1,22,30,7,35,3,20,6,12,4,6585.298
1,0,5,8,9,3,2019,2,23,55,8,50,0,7,0,6,4,12080.834
4,2,1,8,27,5,2019,1,19,0,20,55,3,7,6,12,4,15805.157
4,4,3,5,27,6,2019,0,21,5,19,35,1,19,24,12,4,3270.4255
4,0,2,5,1,6,2019,0,22,50,19,50,0,13,24,12,4,7038.0005
3,3,0,8,27,3,2019,0,19,55,17,15,2,5,24,12,4,4272.7183
3,2,1,8,15,6,2019,1,21,0,10,35,3,7,6,12,4,6069.3525
4,3,0,8,1,5,2019,1,4,40,18,55,2,7,3,12,4,14130.645
4,0,5,5,6,3,2019,1,0,45,22,50,0,7,8,12,4,8862.502
4,2,1,5,15,6,2019,1,12,35,11,30,3,7,6,12,4,10381.68
4,4,3,8,18,5,2019,0,21,5,19,35,1,19,24,12,4,5699.901
3,1,4,8,21,5,2019,0,7,40,5,15,4,8,24,12,4,3729.3093
3,3,0,8,21,3,2019,0,17,55,15,20,2,5,24,12,4,4316.548
4,3,0,5,12,6,2019,1,10,5,14,5,2,7,3,12,4,8354.091
3,3,0,8,24,4,2019,1,10,30,6,20,2,33,3,12,4,4257.8794
4,2,1,5,1,6,2019,1,4,25,17,30,3,7,6,12,4,10260.773
4,2,1,5,15,6,2019,1,4,25,19,45,3,7,6,12,4,10194.93
6,2,1,8,24,5,2019,1,19,0,10,20,3,7,6,12,4,9836.743
4,2,1,8,9,4,2019,1,12,35,19,45,3,7,6,12,4,12100.789
8,4,3,8,1,3,2019,0,14,30,13,10,1,19,24,12,4,8915.805
4,3,0,8,9,5,2019,1,19,10,9,35,2,14,3,12,4,13311.239
8,1,4,8,18,5,2019,0,12,0,9,45,4,8,24,12,4,3437.746
6,2,1,8,15,5,2019,1,19,15,7,30,3,7,6,12,4,8451.437
6,2,1,8,18,5,2019,1,21,0,11,40,3,7,6,12,4,8332.994
4,2,1,8,27,6,2019,2,12,35,9,40,3,28,4,5,4,13254.029
8,3,0,8,24,5,2019,0,9,30,6,55,2,5,24,12,4,3876.424
6,2,1,8,3,3,2019,1,18,50,7,0,3,7,6,12,4,15761.583
6,2,1,8,6,3,2019,1,22,20,13,5,3,20,6,12,4,9175.3
6,2,1,8,1,5,2019,1,22,30,14,55,3,20,6,12,4,7159.7515
4,3,0,8,15,5,2019,1,23,35,6,30,2,7,3,12,4,14428.784
0,3,0,8,21,5,2019,1,19,25,7,35,2,14,3,12,4,5281.2837
10,3,0,8,6,5,2019,1,18,50,20,20,2,14,3,12,4,8522.988
4,2,1,8,27,5,2019,1,4,25,22,50,3,7,6,12,4,15823.488
6,2,1,8,21,3,2019,1,22,20,13,15,3,20,6,12,4,7876.752
0,0,2,8,27,6,2019,0,13,55,11,10,0,13,24,12,4,3515.428
4,3,0,8,6,6,2019,1,19,50,14,5,2,7,3,12,4,14487.461
3,2,1,8,27,5,2019,1,21,0,9,15,3,7,6,12,4,7039.1855
4,3,0,5,1,5,2019,1,12,0,6,30,2,7,3,12,4,10016.358
4,2,1,5,6,3,2019,2,4,25,16,50,3,12,4,5,4,15172.212
1,3,0,8,9,6,2019,2,13,45,20,30,2,14,7,3,4,13072.5
4,3,0,8,18,5,2019,1,8,15,16,30,2,7,3,12,4,14326.578
1,3,0,8,24,3,2019,2,5,35,16,50,2,7,11,3,4,14072.931
3,2,1,8,21,4,2019,0,17,40,14,25,3,10,24,12,4,6103.4116
4,2,1,5,18,5,2019,2,4,25,9,40,3,28,4,5,4,13265.282
1,2,1,8,6,6,2019,1,9,25,12,30,3,33,6,12,4,7618.856
4,2,1,8,1,6,2019,0,14,15,11,0,3,10,24,12,4,9618.785
1,3,0,8,9,5,2019,0,16,45,14,15,2,5,24,12,4,5204.558
1,0,5,8,3,3,2019,1,23,20,6,55,0,11,8,12,4,11280.207
10,3,0,8,9,5,2019,1,18,50,20,20,2,14,3,12,4,8328.4375
4,3,0,5,6,5,2019,1,9,20,8,25,2,7,3,12,4,9816.48
3,1,4,8,18,3,2019,0,7,35,5,15,4,8,24,12,4,4275.5605
6,2,1,8,27,6,2019,1,19,15,7,5,3,7,6,12,4,13901.63
6,2,1,8,6,3,2019,1,19,15,8,25,3,7,6,12,4,14629.303
3,2,1,8,12,6,2019,1,21,0,10,35,3,7,6,12,4,6089.9653
3,3,0,8,1,6,2019,0,14,5,11,30,2,5,24,12,4,5361.444
3,3,0,8,12,3,2019,0,19,55,17,15,2,5,24,12,4,4604.852
4,3,0,5,1,4,2019,1,23,35,20,0,2,7,3,12,4,6941.9014
4,3,0,8,12,5,2019,1,22,5,20,25,2,14,3,12,4,12826.421
6,2,1,8,9,5,2019,1,21,0,8,45,3,7,6,12,4,8099.0054
6,2,1,8,15,6,2019,1,1,30,14,0,3,7,6,12,4,13369.41
6,2,1,5,27,6,2019,1,1,30,12,50,3,7,6,12,4,5646.802
3,2,1,8,6,3,2019,1,13,40,7,45,3,0,6,12,4,9260.318
1,3,0,8,24,3,2019,3,21,50,5,50,2,25,1,4,0,10582.651
6,2,1,8,15,5,2019,2,1,30,17,50,3,26,4,5,4,18714.133
4,3,0,8,24,5,2019,1,10,5,21,10,2,7,3,12,4,14307.386
3,2,1,8,12,6,2019,1,22,30,11,55,3,20,6,12,4,6222.1753
4,2,1,5,9,5,2019,1,19,0,9,0,3,7,6,12,4,11864.244
4,3,0,5,9,5,2019,1,18,0,9,35,2,14,3,12,4,11758.375
3,2,1,8,9,3,2019,1,12,30,7,20,3,33,6,12,4,10166.356
1,3,0,8,12,6,2019,2,17,20,9,25,2,7,12,3,4,11812.017
4,2,1,5,1,6,2019,1,19,0,11,30,3,7,6,12,4,10562.642
4,2,1,5,1,6,2019,1,4,25,19,45,3,7,6,12,4,10223.292
3,1,4,8,24,6,2019,0,17,5,14,45,4,8,24,12,4,3654.3713
3,1,4,8,18,3,2019,0,17,5,14,40,4,8,24,12,4,3662.0776
4,2,1,8,9,5,2019,2,12,35,13,25,3,0,4,5,4,15233.84
4,2,1,5,27,6,2019,2,12,35,9,40,3,28,4,5,4,10821.864
3,0,5,8,24,3,2019,0,19,45,16,55,0,13,24,12,4,7159.546
4,3,0,5,12,5,2019,1,18,15,8,25,2,7,3,12,4,10634.95
3,2,1,8,9,4,2019,1,12,10,6,50,3,20,6,12,4,5049.716
4,2,1,8,9,5,2019,2,12,35,21,25,3,21,4,5,4,13848.86
3,2,1,8,18,5,2019,1,1,30,17,30,3,7,6,12,4,7545.433
1,2,1,8,27,6,2019,2,7,40,10,55,3,16,4,5,4,12335.443
3,1,4,8,21,6,2019,0,10,15,7,55,4,8,24,12,4,3818.381
4,3,0,5,12,6,2019,1,16,20,18,55,2,7,3,12,4,9420.053
4,2,1,5,9,6,2019,1,12,35,2,15,3,7,6,12,4,11200.967
4,0,5,5,12,3,2019,1,9,30,22,55,0,7,8,12,4,11384.027
0,3,0,8,9,5,2019,0,22,25,19,55,2,5,24,12,4,5055.4097
4,0,5,5,21,3,2019,1,19,10,8,0,0,7,8,12,4,7633.9775
1,2,1,8,21,3,2019,2,19,15,5,0,3,0,4,5,4,9173.901
8,2,1,8,9,3,2019,1,21,55,15,55,3,33,6,12,4,9694.887
8,0,5,8,24,3,2019,0,23,20,20,30,0,13,24,12,4,4903.264
3,4,3,8,3,5,2019,0,18,25,16,55,1,19,24,12,4,3561.4663
4,2,1,8,18,5,2019,1,12,35,2,15,3,7,6,12,4,16300.626
3,2,1,8,6,3,2019,2,21,20,4,55,3,20,22,5,4,7374.644
3,2,1,8,27,3,2019,2,21,20,7,35,3,20,22,5,4,6256.798
8,2,1,8,9,5,2019,1,22,5,15,45,3,33,6,12,4,6843.2764
3,3,0,8,12,5,2019,0,18,5,15,30,2,5,24,12,4,4900.6025
8,3,0,8,9,6,2019,0,0,40,22,20,2,5,24,12,4,4058.5884
1,2,1,8,21,4,2019,0,21,10,18,5,3,10,24,12,4,5959.704
6,2,1,8,9,3,2019,1,21,0,8,0,3,7,6,12,4,15945.522
3,0,5,8,21,3,2019,0,21,45,18,55,0,13,24,12,4,6551.0615
4,2,1,8,27,6,2019,1,19,0,13,0,3,7,6,12,4,15572.374
4,2,1,8,6,6,2019,2,4,25,5,30,3,28,4,5,4,13053.569
4,3,0,5,6,6,2019,1,20,45,20,0,2,7,3,12,4,10645.768
3,4,3,8,3,4,2019,0,21,40,20,5,1,19,24,12,4,2174.106
1,2,1,8,21,3,2019,2,19,15,18,45,3,28,4,5,4,9908.359
4,0,2,8,24,6,2019,0,8,45,6,0,0,13,24,12,4,7689.717
8,4,3,8,6,5,2019,0,0,15,22,45,1,19,24,12,4,2104.0623
3,2,1,8,6,6,2019,1,16,10,8,35,3,20,6,12,4,6738.701
4,2,1,8,9,3,2019,2,18,50,8,20,3,1,4,5,4,19457.434
3,2,1,8,15,6,2019,1,22,30,16,10,3,20,6,12,4,6615.727
4,2,1,5,1,6,2019,2,4,25,14,35,3,34,4,5,4,11340.965
10,0,2,8,18,5,2019,0,12,35,9,45,0,13,24,12,4,4787.133
4,2,1,5,24,6,2019,1,12,35,19,15,3,7,6,12,4,10256.623
4,3,0,5,1,5,2019,1,23,35,16,30,2,7,3,12,4,10477.437
4,3,0,8,6,6,2019,1,18,15,18,55,2,7,3,12,4,14334.474
0,0,2,8,9,6,2019,0,13,55,11,10,0,13,24,12,4,4660.72
0,0,5,8,15,3,2019,0,2,10,23,25,0,13,24,12,4,7441.5093
1,0,2,8,18,4,2019,0,12,45,10,0,0,13,24,12,4,6026.223
3,1,4,8,24,3,2019,0,17,5,14,40,4,8,24,12,4,4446.1694
0,2,1,8,6,5,2019,1,6,35,20,45,3,6,6,12,4,10442.574
3,4,3,8,21,6,2019,0,21,40,20,5,1,19,24,12,4,2523.973
4,2,1,8,6,3,2019,1,19,45,21,50,3,7,6,12,4,16138.356
6,2,1,8,6,6,2019,1,19,15,9,0,3,7,6,12,4,13450.196
3,0,2,8,1,4,2019,0,21,50,18,55,0,13,24,12,4,4941.3335
6,2,1,8,9,6,2019,1,21,0,8,45,3,7,6,12,4,8196.005
4,3,0,5,9,5,2019,1,23,35,16,30,2,7,3,12,4,10457.965
1,3,0,8,9,6,2019,0,23,20,20,45,2,5,24,12,4,4120.8125
4,4,3,8,27,5,2019,0,8,30,7,5,1,19,24,12,4,8179.709
6,2,1,8,18,5,2019,1,19,0,4,55,3,7,6,12,4,9108.359
3,2,1,8,27,3,2019,0,0,20,21,5,3,10,24,12,4,4974.356
8,3,0,8,6,5,2019,1,21,25,15,55,2,23,3,12,4,8154.059
1,3,0,8,18,5,2019,2,16,15,16,45,2,15,9,3,4,14104.143
3,3,0,8,24,3,2019,1,12,35,7,10,2,2,3,12,4,9065.606
3,4,3,8,6,6,2019,0,21,40,20,5,1,19,24,12,4,2313.4746
8,4,3,8,15,3,2019,0,14,30,13,10,1,19,24,12,4,3191.099
3,0,2,8,21,5,2019,0,6,50,4,0,0,13,24,12,4,4100.6284
8,0,2,7,18,6,2019,0,0,5,21,10,0,13,24,12,4,4190.2847
4,2,1,5,18,5,2019,1,19,0,18,15,3,7,6,12,4,12459.009
1,2,1,8,3,6,2019,1,7,40,20,0,3,7,6,12,4,8530.861
3,2,1,8,9,5,2019,1,16,10,8,35,3,20,6,12,4,6418.3506
1,3,0,8,12,5,2019,2,13,45,16,50,2,7,7,3,4,13127.63
1,2,1,8,9,3,2019,0,21,10,18,5,3,10,24,12,4,6119.827
1,2,1,8,27,3,2019,2,19,15,19,45,3,0,4,5,4,8701.944
4,2,1,8,12,6,2019,2,19,0,21,25,3,21,4,5,4,12974.428
4,0,2,8,3,4,2019,0,22,50,19,50,0,13,24,12,4,7200.9277
6,2,1,8,27,5,2019,1,1,30,15,15,3,7,6,12,4,10243.601
4,0,2,8,21,6,2019,0,10,10,7,10,0,13,24,12,4,8069.156
6,2,1,8,6,3,2019,1,13,20,4,0,3,7,6,12,4,13584.248
3,2,1,8,21,5,2019,1,18,10,7,35,3,20,6,12,4,6529.292
1,2,1,8,3,6,2019,1,9,25,12,30,3,33,6,12,4,7780.3755
4,0,5,8,15,3,2019,1,15,55,9,45,0,33,8,12,4,11134.931
4,3,0,8,6,5,2019,1,9,45,20,25,2,14,3,12,4,12411.872
4,0,5,5,21,3,2019,1,7,40,16,55,0,7,8,12,4,8222.542
1,2,1,8,18,5,2019,2,19,15,5,55,3,4,4,5,4,11602.78
4,3,0,5,24,3,2019,1,12,0,13,55,2,7,3,12,4,10885.553
4,3,0,5,1,4,2019,1,23,35,14,5,2,7,3,12,4,7706.9233
4,0,5,5,21,3,2019,1,23,0,16,55,0,7,8,12,4,7236.4663
10,0,5,8,24,3,2019,0,22,20,19,40,0,13,24,12,4,4936.5796
6,2,1,8,6,6,2019,1,21,0,8,0,3,7,6,12,4,11794.482
4,3,0,8,18,5,2019,1,20,45,8,25,2,7,3,12,4,14906.806
6,2,1,8,6,6,2019,1,19,0,6,40,3,7,6,12,4,11155.5625
3,2,1,8,24,6,2019,1,21,0,4,55,3,7,6,12,4,6098.8613
4,0,5,8,18,3,2019,1,23,0,14,5,0,7,8,12,4,13303.464
6,2,1,8,1,6,2019,1,1,30,19,0,3,7,6,12,4,8070.814
3,4,3,8,24,5,2019,0,18,25,16,55,1,19,24,12,4,3488.3003
3,0,5,8,3,3,2019,0,1,10,22,20,0,13,24,12,4,7067.4497
10,0,2,8,18,6,2019,0,23,50,21,0,0,13,24,12,4,5146.4214
3,2,1,8,18,3,2019,0,8,50,5,35,3,10,24,12,4,5348.5312
6,2,1,8,18,5,2019,1,19,0,11,25,3,7,6,12,4,9703.598
4,4,3,8,3,6,2019,0,4,20,2,55,1,19,24,12,4,5727.4697
6,2,1,8,18,5,2019,1,21,0,13,0,3,7,6,12,4,10789.339
1,2,1,8,21,3,2019,2,19,15,16,40,3,0,4,5,4,8162.6416
0,2,1,8,9,6,2019,1,22,25,7,55,3,6,6,12,4,9249.495
4,2,1,5,27,5,2019,1,4,25,21,50,3,7,6,12,4,13717.331
3,2,1,8,6,6,2019,1,1,30,11,25,3,7,6,12,4,6002.611
8,3,0,8,12,5,2019,1,17,15,8,35,2,38,3,12,4,6778.6934
2,2,1,8,18,5,2019,1,19,35,14,25,3,7,6,12,4,9304.421
10,3,0,8,12,5,2019,1,18,50,20,20,2,14,3,12,4,8965.045
1,2,1,8,9,5,2019,1,19,15,8,0,3,7,6,12,4,8867.662
4,2,1,5,18,5,2019,1,19,0,11,30,3,7,6,12,4,12516.585
10,0,2,8,15,6,2019,0,23,50,21,0,0,13,24,12,4,5189.725
10,1,4,8,12,3,2019,0,9,20,7,5,4,8,24,12,4,6473.385
6,2,1,8,6,3,2019,1,1,35,10,0,3,7,6,12,4,16214.0205
1,0,5,8,21,3,2019,1,23,15,17,25,0,7,8,12,4,6211.746
4,3,0,8,6,6,2019,1,12,0,6,30,2,7,3,12,4,14472.713
3,2,1,8,12,6,2019,1,12,30,7,15,3,33,6,12,4,6034.4424
1,2,1,8,27,3,2019,2,9,25,13,5,3,20,22,5,4,6713.3745
1,3,0,8,18,5,2019,1,20,25,20,30,2,14,3,12,4,10600.764
3,2,1,8,15,4,2019,1,12,10,7,35,3,20,6,12,4,5487.489
4,2,1,8,12,6,2019,1,4,25,22,50,3,7,6,12,4,14725.059
4,3,0,8,9,6,2019,1,9,20,21,10,2,7,3,12,4,14742.628
3,4,3,8,9,3,2019,0,20,30,19,5,1,19,24,12,4,4506.045
3,3,0,8,1,4,2019,1,10,20,6,20,2,33,3,12,4,5466.3003
1,0,2,8,27,6,2019,0,16,10,13,20,0,13,24,12,4,6372.8833
4,4,3,8,1,6,2019,0,21,5,19,35,1,19,24,12,4,5646.1553
4,3,0,8,18,5,2019,1,18,0,17,0,2,14,3,12,4,13510.622
4,3,0,8,21,5,2019,1,10,55,20,25,2,14,3,12,4,13470.643
6,2,1,8,18,5,2019,1,1,30,18,15,3,7,6,12,4,13456.782
3,2,1,8,15,6,2019,1,21,0,4,55,3,7,6,12,4,6071.481
4,2,1,5,21,5,2019,1,19,0,13,0,3,7,6,12,4,12965.977
8,2,1,8,15,6,2019,1,11,20,6,5,3,33,6,12,4,6109.467
4,0,5,8,1,3,2019,1,19,10,8,55,0,7,8,12,4,24125.049
6,2,1,5,3,3,2019,1,21,0,9,0,3,7,6,12,4,15421.401
10,3,0,8,12,6,2019,1,18,50,17,0,2,14,3,12,4,9023.297
3,4,3,8,1,5,2019,0,13,30,12,0,1,19,24,12,4,3283.6902
4,3,0,5,15,5,2019,1,4,40,6,30,2,7,3,12,4,8935.563
3,4,3,8,6,5,2019,0,21,40,20,5,1,19,24,12,4,2327.5789
8,3,0,7,1,6,2019,0,11,25,9,0,2,5,24,12,4,4013.5295
3,3,0,8,12,5,2019,1,20,30,15,15,2,20,3,12,4,5437.339
3,2,1,8,3,3,2019,1,21,0,10,45,3,7,6,12,4,14097.573
4,2,1,5,9,3,2019,1,4,25,20,50,3,7,6,12,4,13204.184
4,3,0,5,12,5,2019,1,4,40,8,25,2,7,3,12,4,8534.471
1,3,0,8,24,3,2019,2,1,20,7,0,2,14,7,3,4,13295.374
3,3,0,8,21,5,2019,0,22,55,20,20,2,5,24,12,4,4851.929
4,0,5,8,6,3,2019,1,19,10,8,55,0,7,8,12,4,17000.396
3,2,1,8,9,5,2019,1,21,0,10,35,3,7,6,12,4,6974.3804
1,2,1,8,18,5,2019,0,21,10,18,5,3,10,24,12,4,6015.4565
6,2,1,8,3,3,2019,1,18,50,4,45,3,7,6,12,4,14734.299
3,2,1,8,9,6,2019,1,22,30,8,35,3,20,6,12,4,6739.942
3,0,5,8,3,3,2019,1,15,25,11,20,0,40,8,12,4,8387.72
3,3,0,8,9,4,2019,1,10,20,6,15,2,33,3,12,4,3705.0671
4,2,1,8,21,3,2019,1,4,25,16,0,3,7,6,12,4,12398.926
6,2,1,8,9,6,2019,1,22,30,13,5,3,20,6,12,4,9966.754
8,1,4,8,24,6,2019,0,12,0,9,45,4,8,24,12,4,3735.561
10,0,5,8,1,3,2019,1,12,35,6,40,0,0,8,12,4,17501.791
6,2,1,8,27,6,2019,1,21,0,13,0,3,7,6,12,4,10824.676
1,0,5,8,24,3,2019,0,19,45,17,0,0,13,24,12,4,6714.0854
10,3,0,8,6,6,2019,1,10,45,20,20,2,14,3,12,4,8725.671
4,2,1,8,27,3,2019,1,19,45,18,15,3,7,6,12,4,11796.167
3,2,1,8,9,6,2019,1,11,30,4,55,3,7,6,12,4,7224.539
3,3,0,8,3,4,2019,1,23,15,19,35,2,2,3,12,4,3548.4932
0,3,0,8,24,6,2019,0,12,55,10,20,2,5,24,12,4,3790.8972
1,3,0,8,9,5,2019,2,21,50,12,0,2,2,4,3,4,9773.889
3,0,2,8,15,4,2019,0,4,15,1,30,0,13,24,12,4,4048.273
6,2,1,8,15,6,2019,1,19,15,8,0,3,7,6,12,4,14810.647
8,3,0,8,15,5,2019,1,18,50,11,35,2,31,3,12,4,8669.929
8,3,0,8,1,4,2019,1,18,50,11,35,2,31,3,12,4,7397.502
4,3,0,5,21,5,2019,1,16,20,8,25,2,7,3,12,4,10595.406
3,3,0,8,21,6,2019,0,12,20,9,35,2,5,24,12,4,4849.408
4,0,5,8,6,3,2019,1,0,45,8,0,0,7,8,12,4,15192.662
3,2,1,8,27,4,2019,1,12,30,7,15,3,33,6,12,4,5534.8433
4,2,1,8,21,3,2019,2,4,25,19,10,3,0,4,5,4,10858.5625
2,0,2,8,6,5,2019,0,10,40,7,45,0,13,24,12,4,4157.8696
1,2,1,8,15,6,2019,1,6,50,5,15,3,41,6,12,4,7123.7656
3,1,4,8,1,3,2019,0,21,55,19,35,4,8,24,12,4,10488.697
0,2,1,8,12,6,2019,1,13,25,7,55,3,6,6,12,4,6382.9214
2,0,2,8,21,5,2019,0,23,40,20,55,0,13,24,12,4,3538.7737
1,0,5,8,3,3,2019,2,18,40,5,50,0,9,10,6,4,13961.476
1,0,2,8,24,5,2019,0,16,10,13,20,0,13,24,12,4,6036.5137
1,2,1,8,1,6,2019,0,21,10,18,5,3,10,24,12,4,6181.6665
1,2,1,8,21,3,2019,3,7,40,5,15,3,39,23,4,1,10036.967
4,3,0,5,12,6,2019,1,8,15,18,55,2,7,3,12,4,8187.684
4,3,0,8,12,6,2019,1,10,55,17,0,2,14,3,12,4,13259.972
3,0,5,8,21,3,2019,0,11,30,8,30,0,13,24,12,4,5399.3003
4,0,5,8,18,3,2019,1,23,0,22,50,0,7,8,12,4,19070.074
3,3,0,8,3,6,2019,0,0,5,21,25,2,5,24,12,4,4685.219
1,2,1,8,21,3,2019,2,7,40,13,20,3,42,4,5,4,11706.85
1,3,0,8,15,5,2019,1,16,15,10,0,2,14,3,12,4,11649.617
6,2,1,8,24,6,2019,1,21,0,8,45,3,7,6,12,4,7325.972
3,3,0,8,12,6,2019,1,23,15,19,35,2,2,3,12,4,5094.595
4,2,1,5,27,6,2019,2,19,0,13,25,3,0,4,5,4,11829.452
3,0,2,8,15,6,2019,0,21,50,18,55,0,13,24,12,4,4895.5225
3,2,1,8,21,5,2019,1,1,30,11,25,3,7,6,12,4,6330.103
1,3,0,8,1,5,2019,1,13,15,9,10,2,2,3,12,4,8612.248
