Additional_Info,Airline,Destination,Source,Date,Month,Year,Stop,Arrival_Hour,Arrival_Minute,Dep_Hour,Dep_Minute,Route_1,Route_2,Route_3,Route_4,Route_5,Price
8,1,0,3,6,6,2019,2,13,45,16,50,2,7,7,3,4,37373.39
8,3,0,3,21,4,2019,0,19,50,17,15,2,5,24,12,4,18475.855
5,4,0,3,21,5,2019,1,18,15,18,55,2,7,3,12,4,55751.07
8,3,0,3,1,4,2019,1,20,5,15,15,2,20,3,12,4,41020.293
5,4,0,3,12,5,2019,1,12,0,8,25,2,7,3,12,4,56746.04
8,4,1,2,3,6,2019,2,4,25,20,0,3,1,4,5,4,33683.543
8,4,1,2,6,5,2019,2,19,0,21,25,3,21,4,5,4,29400.938
8,10,0,3,6,6,2019,1,22,40,7,10,2,14,3,12,4,47047.26
8,6,1,2,21,5,2019,1,19,0,6,40,3,7,6,12,4,29115.146
8,6,1,2,12,6,2019,1,1,30,11,30,3,7,6,12,4,25824.807
5,4,0,3,15,5,2019,1,23,35,18,55,2,7,3,12,4,55971.383
8,3,1,2,27,3,2019,1,22,20,7,35,3,20,6,12,4,23975.957
8,4,5,0,1,3,2019,1,19,10,8,0,0,7,8,12,4,30154.984
5,4,5,0,18,3,2019,1,21,20,22,50,0,7,8,12,4,20012.436
8,8,1,2,27,3,2019,1,22,50,16,35,3,6,6,12,4,26123.156
8,1,1,2,24,5,2019,1,19,15,10,0,3,7,6,12,4,29069.578
8,3,0,3,9,6,2019,0,14,5,11,30,2,5,24,12,4,21503.875
8,3,1,2,18,5,2019,1,12,10,7,35,3,20,6,12,4,27147.96
5,4,3,4,3,5,2019,0,21,5,19,35,1,19,24,12,4,5622.9424
8,10,0,3,24,3,2019,1,22,55,9,55,2,14,3,12,4,45396.81
8,10,0,3,21,5,2019,1,9,5,17,0,2,14,3,12,4,36417.914
8,6,1,2,1,6,2019,1,19,15,7,30,3,7,6,12,4,31360.225
8,4,3,4,12,5,2019,0,8,30,7,5,1,19,24,12,4,8713.624
8,1,5,0,9,3,2019,1,22,55,10,30,0,43,8,12,4,12489.032
8,4,2,0,24,4,2019,0,14,5,11,10,0,13,24,12,4,2470.8906
5,4,5,0,15,3,2019,1,7,40,11,40,0,7,8,12,4,19150.338
8,3,2,0,12,4,2019,0,3,25,0,30,0,13,24,12,4,4493.6562
5,4,1,2,27,3,2019,1,4,25,13,55,3,7,6,12,4,31547.76
8,8,2,0,9,5,2019,0,8,35,5,55,0,13,24,12,4,1969.1655
8,0,0,3,1,4,2019,0,12,55,10,20,2,5,24,12,4,20982.062
5,4,5,0,12,3,2019,1,9,10,8,55,0,7,8,12,4,19845.232
5,4,0,3,1,4,2019,1,22,5,9,35,2,14,3,12,4,51334.215
8,6,1,2,12,6,2019,1,21,0,9,0,3,7,6,12,4,29141.557
8,4,0,3,9,5,2019,1,8,15,6,30,2,7,3,12,4,48157.105
8,3,1,2,21,5,2019,1,7,25,2,0,3,33,6,12,4,27226.404
8,8,0,3,6,5,2019,1,17,15,8,35,2,38,3,12,4,48701.59
5,4,1,2,1,4,2019,1,19,0,22,50,3,7,6,12,4,34727.676
8,4,0,3,24,3,2019,1,19,40,8,25,2,7,3,12,4,46260.414
8,6,1,2,1,6,2019,1,1,30,11,30,3,7,6,12,4,28486.098
8,3,5,0,24,3,2019,0,8,45,6,0,0,13,24,12,4,4959.184
8,2,1,2,27,5,2019,1,19,35,10,35,3,7,6,12,4,26386.104
8,6,1,2,6,3,2019,1,19,15,4,45,3,7,6,12,4,52168.363
8,4,3,4,9,3,2019,0,4,25,2,55,1,19,24,12,4,7284.631
7,8,0,3,18,6,2019,0,9,30,6,55,2,5,24,12,4,19296.768
8,3,0,3,1,5,2019,0,17,45,15,15,2,5,24,12,4,18214.432
8,4,5,0,12,3,2019,1,20,20,7,0,0,7,8,12,4,16967.78
5,4,1,2,27,6,2019,2,19,0,19,10,3,0,4,5,4,34684.355
8,6,1,2,15,5,2019,1,19,0,7,0,3,7,6,12,4,30123.729
8,3,2,0,6,6,2019,0,1,0,22,10,0,13,24,12,4,2352.677
8,10,5,0,21,3,2019,0,22,20,19,40,0,13,24,12,4,2308.252
5,4,1,2,9,3,2019,1,18,50,15,5,3,7,6,12,4,35142.883
8,6,1,2,27,3,2019,1,22,20,7,5,3,20,6,12,4,29382.982
8,2,0,3,21,5,2019,1,7,45,23,30,2,7,3,12,4,47330.37
8,3,5,0,24,3,2019,0,22,55,20,0,0,13,24,12,4,3495.5151
8,4,5,0,1,3,2019,1,8,15,11,40,0,7,8,12,4,34155.51
8,3,2,0,18,5,2019,0,6,50,4,0,0,13,24,12,4,3446.0718
5,4,0,3,24,5,2019,1,8,15,21,10,2,7,3,12,4,58073.184
8,0,2,0,15,4,2019,0,13,55,11,10,0,13,24,12,4,2829.601
8,4,0,3,6,6,2019,1,10,55,20,25,2,14,3,12,4,49529.59
8,0,0,3,15,4,2019,0,1,20,22,50,2,5,24,12,4,18648.19
8,6,1,2,24,6,2019,1,12,35,4,55,3,7,6,12,4,28002.467
5,4,1,2,15,6,2019,2,4,25,5,30,3,28,4,5,4,45582.457
8,3,0,3,21,5,2019,0,7,15,4,40,2,5,24,12,4,20488.836
8,6,1,2,21,3,2019,1,19,15,6,40,3,7,6,12,4,29411.264
8,6,1,2,3,3,2019,1,1,35,17,45,3,7,6,12,4,48512.965
5,4,0,3,12,5,2019,1,8,15,20,0,2,7,3,12,4,59126.69
8,6,1,2,12,6,2019,1,19,15,8,50,3,7,6,12,4,29236.14
7,8,0,3,1,5,2019,0,0,40,22,20,2,5,24,12,4,19232.85
8,4,0,3,24,5,2019,1,18,0,17,0,2,14,3,12,4,46798.47
8,4,1,2,12,6,2019,2,4,25,18,25,3,3,4,5,4,23732.557
5,4,1,2,6,6,2019,2,4,25,9,35,3,21,4,5,4,41512.59
8,10,2,0,15,5,2019,0,12,35,9,45,0,13,24,12,4,5549.2207
8,1,1,2,15,5,2019,2,19,15,16,55,3,9,4,5,4,27052.766
5,4,1,2,1,6,2019,2,4,25,9,40,3,28,4,5,4,51516.45
5,4,5,0,18,3,2019,1,10,25,21,25,0,7,8,12,4,20674.467
8,8,5,0,18,3,2019,1,23,40,15,35,0,20,8,12,4,8710.648
8,4,1,2,27,5,2019,1,19,0,14,0,3,7,6,12,4,29331.834
8,3,0,3,1,4,2019,1,23,45,19,20,2,20,3,12,4,33249.62
8,3,1,2,6,6,2019,1,22,30,7,35,3,20,6,12,4,27205.916
8,1,5,0,9,3,2019,2,23,55,8,50,0,7,0,6,4,15235.493
8,4,1,2,27,5,2019,1,19,0,20,55,3,7,6,12,4,27419.555
5,4,3,4,27,6,2019,0,21,5,19,35,1,19,24,12,4,6130.5273
5,4,2,0,1,6,2019,0,22,50,19,50,0,13,24,12,4,1957.5256
8,3,0,3,27,3,2019,0,19,55,17,15,2,5,24,12,4,21782.023
8,3,1,2,15,6,2019,1,21,0,10,35,3,7,6,12,4,27297.23
8,4,0,3,1,5,2019,1,4,40,18,55,2,7,3,12,4,49815.156
5,4,5,0,6,3,2019,1,0,45,22,50,0,7,8,12,4,22059.258
5,4,1,2,15,6,2019,1,12,35,11,30,3,7,6,12,4,34997.64
8,4,3,4,18,5,2019,0,21,5,19,35,1,19,24,12,4,4775.495
8,3,4,1,21,5,2019,0,7,40,5,15,4,8,24,12,4,12913.489
8,3,0,3,21,3,2019,0,17,55,15,20,2,5,24,12,4,21470.547
5,4,0,3,12,6,2019,1,10,5,14,5,2,7,3,12,4,59648.793
8,3,0,3,24,4,2019,1,10,30,6,20,2,33,3,12,4,47585.77
5,4,1,2,1,6,2019,1,4,25,17,30,3,7,6,12,4,34473.824
5,4,1,2,15,6,2019,1,4,25,19,45,3,7,6,12,4,52801.17
8,6,1,2,24,5,2019,1,19,0,10,20,3,7,6,12,4,28301.451
8,4,1,2,9,4,2019,1,12,35,19,45,3,7,6,12,4,34759.867
8,8,3,4,1,3,2019,0,14,30,13,10,1,19,24,12,4,10297.529
8,4,0,3,9,5,2019,1,19,10,9,35,2,14,3,12,4,49295.582
8,8,4,1,18,5,2019,0,12,0,9,45,4,8,24,12,4,18461.52
8,6,1,2,15,5,2019,1,19,15,7,30,3,7,6,12,4,29552.252
8,6,1,2,18,5,2019,1,21,0,11,40,3,7,6,12,4,28188.865
8,4,1,2,27,6,2019,2,12,35,9,40,3,28,4,5,4,33394.414
8,8,0,3,24,5,2019,0,9,30,6,55,2,5,24,12,4,19859.738
8,6,1,2,3,3,2019,1,18,50,7,0,3,7,6,12,4,38562.3
8,6,1,2,6,3,2019,1,22,20,13,5,3,20,6,12,4,26542.354
8,6,1,2,1,5,2019,1,22,30,14,55,3,20,6,12,4,29494.746
8,4,0,3,15,5,2019,1,23,35,6,30,2,7,3,12,4,46083.375
8,0,0,3,21,5,2019,1,19,25,7,35,2,14,3,12,4,47839.445
8,10,0,3,6,5,2019,1,18,50,20,20,2,14,3,12,4,48262.676
8,4,1,2,27,5,2019,1,4,25,22,50,3,7,6,12,4,25627.059
8,6,1,2,21,3,2019,1,22,20,13,15,3,20,6,12,4,25417.25
8,0,2,0,27,6,2019,0,13,55,11,10,0,13,24,12,4,2671.442
8,4,0,3,6,6,2019,1,19,50,14,5,2,7,3,12,4,46949.09
8,3,1,2,27,5,2019,1,21,0,9,15,3,7,6,12,4,28217.127
5,4,0,3,1,5,2019,1,12,0,6,30,2,7,3,12,4,58579.645
5,4,1,2,6,3,2019,2,4,25,16,50,3,12,4,5,4,35627.418
8,1,0,3,9,6,2019,2,13,45,20,30,2,14,7,3,4,48393.254
8,4,0,3,18,5,2019,1,8,15,16,30,2,7,3,12,4,46995.69
8,1,0,3,24,3,2019,2,5,35,16,50,2,7,11,3,4,54274.277
8,3,1,2,21,4,2019,0,17,40,14,25,3,10,24,12,4,14874.216
5,4,1,2,18,5,2019,2,4,25,9,40,3,28,4,5,4,50168.527
8,1,1,2,6,6,2019,1,9,25,12,30,3,33,6,12,4,27232.014
8,4,1,2,1,6,2019,0,14,15,11,0,3,10,24,12,4,15575.489
8,1,0,3,9,5,2019,0,16,45,14,15,2,5,24,12,4,21261.902
8,1,5,0,3,3,2019,1,23,20,6,55,0,11,8,12,4,17920.324
8,10,0,3,9,5,2019,1,18,50,20,20,2,14,3,12,4,48262.676
5,4,0,3,6,5,2019,1,9,20,8,25,2,7,3,12,4,58553.82
8,3,4,1,18,3,2019,0,7,35,5,15,4,8,24,12,4,14553.736
8,6,1,2,27,6,2019,1,19,15,7,5,3,7,6,12,4,28969.76
8,6,1,2,6,3,2019,1,19,15,8,25,3,7,6,12,4,36855.254
8,3,1,2,12,6,2019,1,21,0,10,35,3,7,6,12,4,26655.574
8,3,0,3,1,6,2019,0,14,5,11,30,2,5,24,12,4,20995.855
8,3,0,3,12,3,2019,0,19,55,17,15,2,5,24,12,4,20910.33
5,4,0,3,1,4,2019,1,23,35,20,0,2,7,3,12,4,50190.99
8,4,0,3,12,5,2019,1,22,5,20,25,2,14,3,12,4,39167.004
8,6,1,2,9,5,2019,1,21,0,8,45,3,7,6,12,4,36277.51
8,6,1,2,15,6,2019,1,1,30,14,0,3,7,6,12,4,26222.482
5,6,1,2,27,6,2019,1,1,30,12,50,3,7,6,12,4,30388.676
8,3,1,2,6,3,2019,1,13,40,7,45,3,0,6,12,4,48017.883
8,1,0,3,24,3,2019,3,21,50,5,50,2,25,1,4,0,34176.098
8,6,1,2,15,5,2019,2,1,30,17,50,3,26,4,5,4,36795.67
8,4,0,3,24,5,2019,1,10,5,21,10,2,7,3,12,4,48839.465
8,3,1,2,12,6,2019,1,22,30,11,55,3,20,6,12,4,26745.316
5,4,1,2,9,5,2019,1,19,0,9,0,3,7,6,12,4,37174.516
5,4,0,3,9,5,2019,1,18,0,9,35,2,14,3,12,4,58751.58
8,3,1,2,9,3,2019,1,12,30,7,20,3,33,6,12,4,36955.23
8,1,0,3,12,6,2019,2,17,20,9,25,2,7,12,3,4,48580.53
5,4,1,2,1,6,2019,1,19,0,11,30,3,7,6,12,4,36654.207
5,4,1,2,1,6,2019,1,4,25,19,45,3,7,6,12,4,53828.418
8,3,4,1,24,6,2019,0,17,5,14,45,4,8,24,12,4,14426.02
8,3,4,1,18,3,2019,0,17,5,14,40,4,8,24,12,4,14725.594
8,4,1,2,9,5,2019,2,12,35,13,25,3,0,4,5,4,25700.22
5,4,1,2,27,6,2019,2,12,35,9,40,3,28,4,5,4,41877.16
8,3,5,0,24,3,2019,0,19,45,16,55,0,13,24,12,4,4091.7524
5,4,0,3,12,5,2019,1,18,15,8,25,2,7,3,12,4,58163.24
8,3,1,2,9,4,2019,1,12,10,6,50,3,20,6,12,4,28003.557
8,4,1,2,9,5,2019,2,12,35,21,25,3,21,4,5,4,29455.49
8,3,1,2,18,5,2019,1,1,30,17,30,3,7,6,12,4,24458.588
8,1,1,2,27,6,2019,2,7,40,10,55,3,16,4,5,4,26086.217
8,3,4,1,21,6,2019,0,10,15,7,55,4,8,24,12,4,16091.868
5,4,0,3,12,6,2019,1,16,20,18,55,2,7,3,12,4,57654.21
5,4,1,2,9,6,2019,1,12,35,2,15,3,7,6,12,4,40898.83
5,4,5,0,12,3,2019,1,9,30,22,55,0,7,8,12,4,19156.646
8,0,0,3,9,5,2019,0,22,25,19,55,2,5,24,12,4,17546.14
5,4,5,0,21,3,2019,1,19,10,8,0,0,7,8,12,4,16968.502
8,1,1,2,21,3,2019,2,19,15,5,0,3,0,4,5,4,24855.727
8,8,1,2,9,3,2019,1,21,55,15,55,3,33,6,12,4,32743.893
8,8,5,0,24,3,2019,0,23,20,20,30,0,13,24,12,4,1213.4176
8,3,3,4,3,5,2019,0,18,25,16,55,1,19,24,12,4,7766.0
8,4,1,2,18,5,2019,1,12,35,2,15,3,7,6,12,4,29267.037
8,3,1,2,6,3,2019,2,21,20,4,55,3,20,22,5,4,29394.633
8,3,1,2,27,3,2019,2,21,20,7,35,3,20,22,5,4,24752.453
8,8,1,2,9,5,2019,1,22,5,15,45,3,33,6,12,4,29341.875
8,3,0,3,12,5,2019,0,18,5,15,30,2,5,24,12,4,20377.43
8,8,0,3,9,6,2019,0,0,40,22,20,2,5,24,12,4,15075.55
8,1,1,2,21,4,2019,0,21,10,18,5,3,10,24,12,4,15631.306
8,6,1,2,9,3,2019,1,21,0,8,0,3,7,6,12,4,37204.92
8,3,5,0,21,3,2019,0,21,45,18,55,0,13,24,12,4,3266.8306
8,4,1,2,27,6,2019,1,19,0,13,0,3,7,6,12,4,28746.703
8,4,1,2,6,6,2019,2,4,25,5,30,3,28,4,5,4,27589.604
5,4,0,3,6,6,2019,1,20,45,20,0,2,7,3,12,4,60836.035
8,3,3,4,3,4,2019,0,21,40,20,5,1,19,24,12,4,5809.6772
8,1,1,2,21,3,2019,2,19,15,18,45,3,28,4,5,4,35601.85
8,4,2,0,24,6,2019,0,8,45,6,0,0,13,24,12,4,3615.199
8,8,3,4,6,5,2019,0,0,15,22,45,1,19,24,12,4,8332.063
8,3,1,2,6,6,2019,1,16,10,8,35,3,20,6,12,4,28167.285
8,4,1,2,9,3,2019,2,18,50,8,20,3,1,4,5,4,35573.76
8,3,1,2,15,6,2019,1,22,30,16,10,3,20,6,12,4,25222.69
5,4,1,2,1,6,2019,2,4,25,14,35,3,34,4,5,4,35056.02
8,10,2,0,18,5,2019,0,12,35,9,45,0,13,24,12,4,5562.9883
5,4,1,2,24,6,2019,1,12,35,19,15,3,7,6,12,4,34181.8
5,4,0,3,1,5,2019,1,23,35,16,30,2,7,3,12,4,58726.883
8,4,0,3,6,6,2019,1,18,15,18,55,2,7,3,12,4,48816.406
8,0,2,0,9,6,2019,0,13,55,11,10,0,13,24,12,4,2682.747
8,0,5,0,15,3,2019,0,2,10,23,25,0,13,24,12,4,4337.9385
8,1,2,0,18,4,2019,0,12,45,10,0,0,13,24,12,4,2836.5854
8,3,4,1,24,3,2019,0,17,5,14,40,4,8,24,12,4,15405.507
8,0,1,2,6,5,2019,1,6,35,20,45,3,6,6,12,4,34545.848
8,3,3,4,21,6,2019,0,21,40,20,5,1,19,24,12,4,6074.0537
8,4,1,2,6,3,2019,1,19,45,21,50,3,7,6,12,4,34419.734
8,6,1,2,6,6,2019,1,19,15,9,0,3,7,6,12,4,30310.65
8,3,2,0,1,4,2019,0,21,50,18,55,0,13,24,12,4,664.5835
8,6,1,2,9,6,2019,1,21,0,8,45,3,7,6,12,4,36292.125
5,4,0,3,9,5,2019,1,23,35,16,30,2,7,3,12,4,58230.492
8,1,0,3,9,6,2019,0,23,20,20,45,2,5,24,12,4,21857.555
8,4,3,4,27,5,2019,0,8,30,7,5,1,19,24,12,4,8872.8125
8,6,1,2,18,5,2019,1,19,0,4,55,3,7,6,12,4,28873.2
8,3,1,2,27,3,2019,0,0,20,21,5,3,10,24,12,4,14709.357
8,8,0,3,6,5,2019,1,21,25,15,55,2,23,3,12,4,47728.03
8,1,0,3,18,5,2019,2,16,15,16,45,2,15,9,3,4,48925.52
8,3,0,3,24,3,2019,1,12,35,7,10,2,2,3,12,4,44981.273
8,3,3,4,6,6,2019,0,21,40,20,5,1,19,24,12,4,6014.9976
8,8,3,4,15,3,2019,0,14,30,13,10,1,19,24,12,4,6142.4224
8,3,2,0,21,5,2019,0,6,50,4,0,0,13,24,12,4,3954.4634
7,8,2,0,18,6,2019,0,0,5,21,10,0,13,24,12,4,2521.0444
5,4,1,2,18,5,2019,1,19,0,18,15,3,7,6,12,4,34807.125
8,1,1,2,3,6,2019,1,7,40,20,0,3,7,6,12,4,27984.414
8,3,1,2,9,5,2019,1,16,10,8,35,3,20,6,12,4,29060.057
8,1,0,3,12,5,2019,2,13,45,16,50,2,7,7,3,4,42142.28
8,1,1,2,9,3,2019,0,21,10,18,5,3,10,24,12,4,15321.258
8,1,1,2,27,3,2019,2,19,15,19,45,3,0,4,5,4,31051.115
8,4,1,2,12,6,2019,2,19,0,21,25,3,21,4,5,4,28739.479
8,4,2,0,3,4,2019,0,22,50,19,50,0,13,24,12,4,16.888803
8,6,1,2,27,5,2019,1,1,30,15,15,3,7,6,12,4,22409.637
8,4,2,0,21,6,2019,0,10,10,7,10,0,13,24,12,4,4291.189
8,6,1,2,6,3,2019,1,13,20,4,0,3,7,6,12,4,41169.734
8,3,1,2,21,5,2019,1,18,10,7,35,3,20,6,12,4,27530.379
8,1,1,2,3,6,2019,1,9,25,12,30,3,33,6,12,4,28676.717
8,4,5,0,15,3,2019,1,15,55,9,45,0,33,8,12,4,19330.365
8,4,0,3,6,5,2019,1,9,45,20,25,2,14,3,12,4,38227.383
5,4,5,0,21,3,2019,1,7,40,16,55,0,7,8,12,4,19146.227
8,1,1,2,18,5,2019,2,19,15,5,55,3,4,4,5,4,29404.83
5,4,0,3,24,3,2019,1,12,0,13,55,2,7,3,12,4,54025.18
5,4,0,3,1,4,2019,1,23,35,14,5,2,7,3,12,4,49823.645
5,4,5,0,21,3,2019,1,23,0,16,55,0,7,8,12,4,19820.74
8,10,5,0,24,3,2019,0,22,20,19,40,0,13,24,12,4,2992.458
8,6,1,2,6,6,2019,1,21,0,8,0,3,7,6,12,4,29942.523
8,4,0,3,18,5,2019,1,20,45,8,25,2,7,3,12,4,46105.8
8,6,1,2,6,6,2019,1,19,0,6,40,3,7,6,12,4,29703.85
8,3,1,2,24,6,2019,1,21,0,4,55,3,7,6,12,4,27266.225
8,4,5,0,18,3,2019,1,23,0,14,5,0,7,8,12,4,12406.378
8,6,1,2,1,6,2019,1,1,30,19,0,3,7,6,12,4,28165.82
8,3,3,4,24,5,2019,0,18,25,16,55,1,19,24,12,4,7437.928
8,3,5,0,3,3,2019,0,1,10,22,20,0,13,24,12,4,4508.327
8,10,2,0,18,6,2019,0,23,50,21,0,0,13,24,12,4,261.3255
8,3,1,2,18,3,2019,0,8,50,5,35,3,10,24,12,4,15540.1045
8,6,1,2,18,5,2019,1,19,0,11,25,3,7,6,12,4,27740.764
8,4,3,4,3,6,2019,0,4,20,2,55,1,19,24,12,4,7109.232
8,6,1,2,18,5,2019,1,21,0,13,0,3,7,6,12,4,26314.291
8,1,1,2,21,3,2019,2,19,15,16,40,3,0,4,5,4,24756.03
8,0,1,2,9,6,2019,1,22,25,7,55,3,6,6,12,4,28433.453
5,4,1,2,27,5,2019,1,4,25,21,50,3,7,6,12,4,38695.668
8,3,1,2,6,6,2019,1,1,30,11,25,3,7,6,12,4,25222.105
8,8,0,3,12,5,2019,1,17,15,8,35,2,38,3,12,4,48556.387
8,2,1,2,18,5,2019,1,19,35,14,25,3,7,6,12,4,25579.732
8,10,0,3,12,5,2019,1,18,50,20,20,2,14,3,12,4,48142.36
8,1,1,2,9,5,2019,1,19,15,8,0,3,7,6,12,4,30398.19
5,4,1,2,18,5,2019,1,19,0,11,30,3,7,6,12,4,35271.637
8,10,2,0,15,6,2019,0,23,50,21,0,0,13,24,12,4,223.82574
8,10,4,1,12,3,2019,0,9,20,7,5,4,8,24,12,4,15745.302
8,6,1,2,6,3,2019,1,1,35,10,0,3,7,6,12,4,35099.914
8,1,5,0,21,3,2019,1,23,15,17,25,0,7,8,12,4,11297.381
8,4,0,3,6,6,2019,1,12,0,6,30,2,7,3,12,4,47292.47
8,3,1,2,12,6,2019,1,12,30,7,15,3,33,6,12,4,27943.451
8,1,1,2,27,3,2019,2,9,25,13,5,3,20,22,5,4,26373.62
8,1,0,3,18,5,2019,1,20,25,20,30,2,14,3,12,4,49215.004
8,3,1,2,15,4,2019,1,12,10,7,35,3,20,6,12,4,28104.453
8,4,1,2,12,6,2019,1,4,25,22,50,3,7,6,12,4,26198.05
8,4,0,3,9,6,2019,1,9,20,21,10,2,7,3,12,4,49282.117
8,3,3,4,9,3,2019,0,20,30,19,5,1,19,24,12,4,7169.975
8,3,0,3,1,4,2019,1,10,20,6,20,2,33,3,12,4,50542.25
8,1,2,0,27,6,2019,0,16,10,13,20,0,13,24,12,4,2600.3594
8,4,3,4,1,6,2019,0,21,5,19,35,1,19,24,12,4,4731.072
8,4,0,3,18,5,2019,1,18,0,17,0,2,14,3,12,4,38491.508
8,4,0,3,21,5,2019,1,10,55,20,25,2,14,3,12,4,47788.113
8,6,1,2,18,5,2019,1,1,30,18,15,3,7,6,12,4,26146.969
8,3,1,2,15,6,2019,1,21,0,4,55,3,7,6,12,4,28399.896
5,4,1,2,21,5,2019,1,19,0,13,0,3,7,6,12,4,35894.332
8,8,1,2,15,6,2019,1,11,20,6,5,3,33,6,12,4,29618.7
8,4,5,0,1,3,2019,1,19,10,8,55,0,7,8,12,4,39595.625
5,6,1,2,3,3,2019,1,21,0,9,0,3,7,6,12,4,37167.29
8,10,0,3,12,6,2019,1,18,50,17,0,2,14,3,12,4,47546.836
8,3,3,4,1,5,2019,0,13,30,12,0,1,19,24,12,4,6963.8696
5,4,0,3,15,5,2019,1,4,40,6,30,2,7,3,12,4,61049.117
8,3,3,4,6,5,2019,0,21,40,20,5,1,19,24,12,4,6066.771
7,8,0,3,1,6,2019,0,11,25,9,0,2,5,24,12,4,24233.398
8,3,0,3,12,5,2019,1,20,30,15,15,2,20,3,12,4,46779.63
8,3,1,2,3,3,2019,1,21,0,10,45,3,7,6,12,4,48903.836
5,4,1,2,9,3,2019,1,4,25,20,50,3,7,6,12,4,48071.41
5,4,0,3,12,5,2019,1,4,40,8,25,2,7,3,12,4,59721.797
8,1,0,3,24,3,2019,2,1,20,7,0,2,14,7,3,4,55530.61
8,3,0,3,21,5,2019,0,22,55,20,20,2,5,24,12,4,17483.773
8,4,5,0,6,3,2019,1,19,10,8,55,0,7,8,12,4,22324.12
8,3,1,2,9,5,2019,1,21,0,10,35,3,7,6,12,4,27414.127
8,1,1,2,18,5,2019,0,21,10,18,5,3,10,24,12,4,15667.639
8,6,1,2,3,3,2019,1,18,50,4,45,3,7,6,12,4,51452.95
8,3,1,2,9,6,2019,1,22,30,8,35,3,20,6,12,4,27670.658
8,3,5,0,3,3,2019,1,15,25,11,20,0,40,8,12,4,22286.348
8,3,0,3,9,4,2019,1,10,20,6,15,2,33,3,12,4,48575.0
8,4,1,2,21,3,2019,1,4,25,16,0,3,7,6,12,4,26321.273
8,6,1,2,9,6,2019,1,22,30,13,5,3,20,6,12,4,25174.588
8,8,4,1,24,6,2019,0,12,0,9,45,4,8,24,12,4,18207.082
8,10,5,0,1,3,2019,1,12,35,6,40,0,0,8,12,4,28912.791
8,6,1,2,27,6,2019,1,21,0,13,0,3,7,6,12,4,26783.402
8,1,5,0,24,3,2019,0,19,45,17,0,0,13,24,12,4,5027.4365
8,10,0,3,6,6,2019,1,10,45,20,20,2,14,3,12,4,49527.79
8,4,1,2,27,3,2019,1,19,45,18,15,3,7,6,12,4,27608.695
8,3,1,2,9,6,2019,1,11,30,4,55,3,7,6,12,4,33546.527
8,3,0,3,3,4,2019,1,23,15,19,35,2,2,3,12,4,39508.67
8,0,0,3,24,6,2019,0,12,55,10,20,2,5,24,12,4,20810.688
8,1,0,3,9,5,2019,2,21,50,12,0,2,2,4,3,4,39861.18
8,3,2,0,15,4,2019,0,4,15,1,30,0,13,24,12,4,3808.3613
8,6,1,2,15,6,2019,1,19,15,8,0,3,7,6,12,4,29860.484
8,8,0,3,15,5,2019,1,18,50,11,35,2,31,3,12,4,47786.33
8,8,0,3,1,4,2019,1,18,50,11,35,2,31,3,12,4,48643.836
5,4,0,3,21,5,2019,1,16,20,8,25,2,7,3,12,4,57571.406
8,3,0,3,21,6,2019,0,12,20,9,35,2,5,24,12,4,22275.904
8,4,5,0,6,3,2019,1,0,45,8,0,0,7,8,12,4,23653.424
8,3,1,2,27,4,2019,1,12,30,7,15,3,33,6,12,4,27756.604
8,4,1,2,21,3,2019,2,4,25,19,10,3,0,4,5,4,32207.809
8,2,2,0,6,5,2019,0,10,40,7,45,0,13,24,12,4,7522.569
8,1,1,2,15,6,2019,1,6,50,5,15,3,41,6,12,4,27271.34
8,3,4,1,1,3,2019,0,21,55,19,35,4,8,24,12,4,15445.592
8,0,1,2,12,6,2019,1,13,25,7,55,3,6,6,12,4,27498.637
8,2,2,0,21,5,2019,0,23,40,20,55,0,13,24,12,4,881.7882
8,1,5,0,3,3,2019,2,18,40,5,50,0,9,10,6,4,17650.842
8,1,2,0,24,5,2019,0,16,10,13,20,0,13,24,12,4,2358.8784
8,1,1,2,1,6,2019,0,21,10,18,5,3,10,24,12,4,16528.016
8,1,1,2,21,3,2019,3,7,40,5,15,3,39,23,4,1,27343.238
5,4,0,3,12,6,2019,1,8,15,18,55,2,7,3,12,4,56567.32
8,4,0,3,12,6,2019,1,10,55,17,0,2,14,3,12,4,48640.14
8,3,5,0,21,3,2019,0,11,30,8,30,0,13,24,12,4,5506.888
8,4,5,0,18,3,2019,1,23,0,22,50,0,7,8,12,4,15182.445
8,3,0,3,3,6,2019,0,0,5,21,25,2,5,24,12,4,19971.854
8,1,1,2,21,3,2019,2,7,40,13,20,3,42,4,5,4,26819.031
8,1,0,3,15,5,2019,1,16,15,10,0,2,14,3,12,4,48123.21
8,6,1,2,24,6,2019,1,21,0,8,45,3,7,6,12,4,35284.625
8,3,0,3,12,6,2019,1,23,15,19,35,2,2,3,12,4,38166.56
5,4,1,2,27,6,2019,2,19,0,13,25,3,0,4,5,4,34527.105
8,3,2,0,15,6,2019,0,21,50,18,55,0,13,24,12,4,917.0241
8,3,1,2,21,5,2019,1,1,30,11,25,3,7,6,12,4,24440.17
8,1,0,3,1,5,2019,1,13,15,9,10,2,2,3,12,4,50239.863
8,3,1,2,3,6,2019,1,12,10,6,50,3,20,6,12,4,28339.492
5,4,5,0,21,3,2019,1,18,25,5,45,0,7,8,12,4,30560.535
8,6,1,2,3,6,2019,1,1,30,18,0,3,7,6,12,4,27312.105
